"År";"Periode";"Tjenesteområde";"Aktører";"Bostedsregion";"Antall pasienter";"Antall pasienter i døgnbehandling";"Antall oppholdsdøgn";"Antall kontakter i poliklinikk";"FLAGG"
"2021";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"11843";"1449";"35706";"74763";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"133093";"19970";"665702";"1274951";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"73786";"10798";"370021";"739070";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"26218";"4182";"147234";"240457";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"20591";"2768";"79270";"183925";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"13204";"2271";"69177";"111499";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"42368";"0";"0";"422369";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"25725";"0";"0";"279411";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"10656";"0";"0";"88876";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"3751";"0";"0";"29708";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2385";"0";"0";"24374";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"170719";"19970";"665702";"1697320";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"96520";"10798";"370021";"1018481";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"35800";"4182";"147234";"329333";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"23882";"2768";"79270";"213633";""
"2021";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"15377";"2271";"69177";"135873";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"162763";"26355";"1013124";"1945582";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"90651";"14340";"563656";"1126866";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"32090";"5448";"222680";"368018";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"25077";"3673";"120904";"280091";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"16161";"3000";"105884";"170607";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"51024";"0";"0";"653811";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"31137";"0";"0";"434180";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"12659";"0";"0";"135760";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4566";"0";"0";"45892";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2894";"0";"0";"37979";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"206200";"26355";"1013124";"2599393";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"116961";"14340";"563656";"1561046";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"43094";"5448";"222680";"503778";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"28911";"3673";"120904";"325983";""
"2021";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"18699";"3000";"105884";"208586";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"106951";"13127";"348035";"674672";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"58428";"7071";"195361";"384746";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"21259";"2768";"74296";"128995";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"16717";"1771";"41223";"99060";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"10768";"1534";"37155";"61871";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"34545";"0";"0";"229361";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"21133";"0";"0";"150799";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"8212";"0";"0";"46508";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"3174";"0";"0";"17951";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2067";"0";"0";"14103";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"138918";"13127";"348035";"904033";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"77931";"7071";"195361";"535545";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"28902";"2768";"74296";"175503";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"19643";"1771";"41223";"117011";""
"2022";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"12702";"1534";"37155";"75974";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"137216";"20595";"686265";"1248370";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"75613";"11238";"386096";"714956";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"27364";"4255";"148036";"237718";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"21274";"2773";"80815";"182147";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"13707";"2382";"71318";"113549";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"43419";"0";"0";"411262";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"26438";"0";"0";"271391";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"10482";"0";"0";"83421";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4087";"0";"0";"31332";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2561";"0";"0";"25118";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"175666";"20595";"686265";"1659632";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"98926";"11238";"386096";"986347";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"36741";"4255";"148036";"321139";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"24874";"2773";"80815";"213479";""
"2022";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"16017";"2382";"71318";"138667";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"167930";"27254";"1039129";"1933752";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"92827";"14915";"582674";"1108407";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"33872";"5607";"225301";"372647";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"25761";"3726";"122497";"278460";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"16741";"3130";"108657";"174238";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"52599";"0";"0";"644588";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"31964";"0";"0";"426823";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"12629";"0";"0";"129548";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"5104";"0";"0";"48439";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"3134";"0";"0";"39778";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"212563";"27254";"1039129";"2578340";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"119899";"14915";"582674";"1535230";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"44721";"5607";"225301";"502195";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"29991";"3726";"122497";"326899";""
"2022";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"19469";"3130";"108657";"214016";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"107072";"13417";"354970";"691630";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"59582";"7407";"196581";"396822";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"21152";"2726";"77872";"132391";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"15549";"1752";"42509";"96344";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"10976";"1550";"38008";"66073";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"36039";"0";"0";"238107";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"22511";"0";"0";"160040";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"7936";"0";"0";"45973";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"3332";"0";"0";"17151";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2296";"0";"0";"14943";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"140317";"13417";"354970";"929737";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"80368";"7407";"196581";"556862";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"28533";"2726";"77872";"178364";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"18520";"1752";"42509";"113495";""
"2023";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"13121";"1550";"38008";"81016";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"138292";"20922";"694446";"1280437";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"77580";"11617";"385438";"738500";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"27347";"4215";"152628";"242578";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"19637";"2772";"82696";"176550";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"14341";"2375";"73684";"122809";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"44709";"0";"0";"432601";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"28114";"0";"0";"292802";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"9706";"0";"0";"82201";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4148";"0";"0";"30733";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2897";"0";"0";"26865";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"177597";"20922";"694446";"1713038";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"102268";"11617";"385438";"1031302";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"35927";"4215";"152628";"324779";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"23211";"2772";"82696";"207283";""
"2023";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"16966";"2375";"73684";"149674";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"167813";"27422";"1049622";"1945224";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"94819";"15269";"582430";"1117043";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"33193";"5481";"230162";"371072";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"23656";"3711";"124426";"269479";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"17232";"3065";"112604";"187630";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"52105";"0";"0";"660722";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"32652";"0";"0";"449051";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"11216";"0";"0";"123418";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4988";"0";"0";"46856";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"3504";"0";"0";"41397";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"211540";"27422";"1049622";"2605946";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"122202";"15269";"582430";"1566094";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"42627";"5481";"230162";"494490";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"27756";"3711";"124426";"316335";""
"2023";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"20311";"3065";"112604";"229027";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"106925";"13388";"348125";"702178";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"59539";"7358";"194191";"395778";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"21108";"2728";"74343";"136587";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"15323";"1834";"41796";"100018";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"11116";"1489";"37795";"69795";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"32692";"0";"0";"231306";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"20663";"0";"0";"158788";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"6869";"0";"0";"41817";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"2918";"0";"0";"15480";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2263";"0";"0";"15221";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"137040";"13388";"348125";"933484";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"78578";"7358";"194191";"554566";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"27394";"2728";"74343";"178404";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"18012";"1834";"41796";"115498";""
"2024";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"13240";"1489";"37795";"85016";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"137529";"20887";"679589";"1286541";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"77298";"11563";"379335";"729996";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"27084";"4206";"147471";"249836";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"19567";"2820";"81009";"180225";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"14180";"2351";"71774";"126484";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"39236";"0";"0";"409843";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"24659";"0";"0";"281992";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"8286";"0";"0";"73631";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"3616";"0";"0";"27106";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2789";"0";"0";"27114";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"171841";"20887";"679589";"1696384";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"98800";"11563";"379335";"1011988";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"34279";"4206";"147471";"323467";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"22758";"2820";"81009";"207331";""
"2024";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"16726";"2351";"71774";"153598";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"167237";"27358";"1031650";"1968554";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"94681";"15241";"575815";"1118309";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"32858";"5501";"224613";"383887";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"23628";"3674";"121434";"273521";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"17101";"3043";"109788";"192837";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"45708";"0";"0";"631631";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"28541";"0";"0";"435341";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"9724";"0";"0";"113105";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4445";"0";"0";"42295";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"3181";"0";"0";"40890";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"205196";"27358";"1031650";"2600185";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"118316";"15241";"575815";"1553650";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"40877";"5501";"224613";"496992";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"27334";"3674";"121434";"315816";""
"2024";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"19915";"3043";"109788";"233727";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"107551";"13134";"341370";"691921";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"60405";"7208";"188377";"393594";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"20547";"2701";"75114";"132275";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"15492";"1710";"40103";"94681";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"11280";"1533";"37776";"71371";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"30850";"0";"0";"219691";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"19516";"0";"0";"151780";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"6387";"0";"0";"38855";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"2893";"0";"0";"14786";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2084";"0";"0";"14270";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"135705";"13134";"341370";"911612";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"78288";"7208";"188377";"545374";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"26340";"2701";"75114";"171130";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"18091";"1710";"40103";"109467";""
"2025";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"13192";"1533";"37776";"85641";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"137296";"20333";"668157";"1277515";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"78106";"11276";"372047";"731564";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"26132";"4113";"147041";"242965";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"19397";"2662";"76893";"170960";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"14277";"2331";"72176";"132026";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"37064";"0";"0";"394320";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"23231";"0";"0";"271533";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"7780";"0";"0";"69917";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"3695";"0";"0";"27738";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2476";"0";"0";"25132";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"169107";"20333";"668157";"1671835";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"98132";"11276";"372047";"1003097";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"32746";"4113";"147041";"312882";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"22494";"2662";"76893";"198698";""
"2025";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"16481";"2331";"72176";"157158";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"167381";"26822";"1008578";"1965509";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"96192";"14904";"559486";"1128813";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"31992";"5430";"222761";"376124";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"23201";"3539";"115543";"261329";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"17021";"3042";"110788";"199243";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"43229";"0";"0";"614757";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"26869";"0";"0";"421092";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"9205";"0";"0";"109885";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"4467";"0";"0";"44659";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"2868";"0";"0";"39121";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"202444";"26822";"1008578";"2580266";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"118084";"14904";"559486";"1549905";""
