Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Andel institusjoner som har deltatt i undersøkelsen (%),Helse Sør-Øst RHF,"39,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Andel institusjoner som har deltatt i undersøkelsen (%),Helse Sør-Øst RHF,"38,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Andel institusjoner som har deltatt i undersøkelsen (%),Helse Vest RHF,"43,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Andel institusjoner som har deltatt i undersøkelsen (%),Helse Vest RHF,"34,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Midt-Norge RHF,"75,40",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Midt-Norge RHF,"76,70",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Nord RHF,"77,30",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Nord RHF,"80,30",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Sør-Øst RHF,"75,60",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Sør-Øst RHF,"77,70",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Vest RHF,"75,30",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Miljø (0-100),Helse Vest RHF,"74,40",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Midt-Norge RHF,67,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Midt-Norge RHF,"68,10",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Nord RHF,"68,10",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Nord RHF,"69,20",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Sør-Øst RHF,67,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Sør-Øst RHF,"69,60",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Vest RHF,"66,60",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Pasientorientering (0-100),Helse Vest RHF,"63,70",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Midt-Norge RHF,"64,40",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Midt-Norge RHF,"65,80",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658776
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Nord RHF,"65,60",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Nord RHF,"68,40",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,883658752
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Sør-Øst RHF,"64,80",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Sør-Øst RHF,"67,70",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,991324968
2022,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Vest RHF,"64,80",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2023,Pasienterfaringer med døgnopphold innen psykisk helsevern,Utbytte (0-100),Helse Vest RHF,"63,20",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,351,983658725
2021,Pasienterfaringer med somatiske sykehus,Informasjon,Helse Midt-Norge RHF,73,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Informasjon,Helse Nord RHF,71,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Informasjon,Helse Sør-Øst RHF,71,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Informasjon,Helse Vest RHF,70,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Legene,Helse Midt-Norge RHF,75,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Legene,Helse Nord RHF,74,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Legene,Helse Sør-Øst RHF,73,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Legene,Helse Vest RHF,72,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Organisering,Helse Midt-Norge RHF,68,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Organisering,Helse Nord RHF,66,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Organisering,Helse Sør-Øst RHF,66,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Organisering,Helse Vest RHF,65,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Pleiepersonalet,Helse Midt-Norge RHF,76,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Pleiepersonalet,Helse Nord RHF,75,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Pleiepersonalet,Helse Sør-Øst RHF,74,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Pleiepersonalet,Helse Vest RHF,74,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Pårørende,Helse Midt-Norge RHF,73,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Pårørende,Helse Nord RHF,73,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Pårørende,Helse Sør-Øst RHF,70,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Pårørende,Helse Vest RHF,72,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Samhandling,Helse Midt-Norge RHF,65,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Samhandling,Helse Nord RHF,61,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Samhandling,Helse Sør-Øst RHF,59,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Samhandling,Helse Vest RHF,58,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Standard,Helse Midt-Norge RHF,72,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Standard,Helse Nord RHF,72,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Standard,Helse Sør-Øst RHF,69,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Standard,Helse Vest RHF,69,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Utskrivning,Helse Midt-Norge RHF,62,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Utskrivning,Helse Nord RHF,61,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Utskrivning,Helse Sør-Øst RHF,59,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Utskrivning,Helse Vest RHF,58,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Pasienterfaringer med somatiske sykehus,Ventetid for elektive pasienter,Helse Midt-Norge RHF,67,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658776
2021,Pasienterfaringer med somatiske sykehus,Ventetid for elektive pasienter,Helse Nord RHF,65,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,883658752
2021,Pasienterfaringer med somatiske sykehus,Ventetid for elektive pasienter,Helse Sør-Øst RHF,65,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,991324968
2021,Pasienterfaringer med somatiske sykehus,Ventetid for elektive pasienter,Helse Vest RHF,66,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,227,983658725
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"0,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,0%,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"1,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"0,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"2,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"0,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,0%,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"1,2%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"1,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"0,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"1,2%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"1,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"0,5%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,0%,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"2,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,0%,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"1,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"2,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"4,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"2,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"3,1%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"2,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"4,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"5,1%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"1,2%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"4,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"3,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med overfladiske infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"5,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"3,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"3,0%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"2,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,0%,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"3,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"3,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"6,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Nord RHF,"3,5%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"3,1%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"3,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"6,1%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Sør-Øst RHF,"5,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"2,5%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"5,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"4,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Andel aortakoronare bypasskirurgier med postoperative infeksjoner innen 30 dager etter kirurgi i perioden,Helse Vest RHF,"5,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Midt-Norge RHF,231,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Midt-Norge RHF,237,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Midt-Norge RHF,221,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Midt-Norge RHF,202,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658776
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Nord RHF,109,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Nord RHF,116,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Nord RHF,130,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Nord RHF,144,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,883658752
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Sør-Øst RHF,227,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Sør-Øst RHF,165,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Sør-Øst RHF,213,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Sør-Øst RHF,175,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,991324968
2021,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Vest RHF,243,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2022,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Vest RHF,225,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2023,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Vest RHF,204,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2024,Postoperative infeksjoner etter aortakoronar bypasskirurgi,Totalt antall aortakoronare bypasskirurgier i perioden,Helse Vest RHF,224,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,128,983658725
2021,Postoperative infeksjoner etter fjerning av galleblære (kolecystektomi),Andel kolecystektomier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,5%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,129,983658776
2022,Postoperative infeksjoner etter fjerning av galleblære (kolecystektomi),Andel kolecystektomier med dype og organ/hulromsinfeksjoner innen 30 dager etter kirurgi i perioden,Helse Midt-Norge RHF,"1,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,129,983658776
