Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2024,Gjennomføring av diagnostisk pakkeforløp innen maksimal anbefalt forløpstid,Totalt antall diagnostisk pakkeforløp som er avsluttet i perioden,Helse Vest RHF,250,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,357,983658725
2025,Gjennomføring av diagnostisk pakkeforløp innen maksimal anbefalt forløpstid,Totalt antall diagnostisk pakkeforløp som er avsluttet i perioden,Helse Vest RHF,302,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,357,983658725
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,"81,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,"77,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,"66,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,"63,9%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,"85,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,"75,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,"57,5%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,"46,3%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,"80,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,"79,7%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,"64,4%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,"56,2%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,"84,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,"81,8%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,"48,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Andel pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,"52,6%",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,1210,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,1105,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,889,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Midt-Norge RHF,826,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,813,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,666,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,504,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Nord RHF,415,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,3798,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,3780,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,2992,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Sør-Øst RHF,2605,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,1151,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,1072,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,666,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Antall pasienter med akutt hjerneslag som har fått tverrfaglig funksjonsvurdering innen 7 dager,Helse Vest RHF,703,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Midt-Norge RHF,1477,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Midt-Norge RHF,1418,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Midt-Norge RHF,1328,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Midt-Norge RHF,1293,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658776
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Nord RHF,952,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Nord RHF,883,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Nord RHF,876,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Nord RHF,897,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,883658752
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Sør-Øst RHF,4725,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Sør-Øst RHF,4745,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Sør-Øst RHF,4648,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Sør-Øst RHF,4637,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,991324968
2021,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Vest RHF,1360,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2022,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Vest RHF,1310,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2023,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Vest RHF,1371,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2024,Gjennomført tverrfaglig funksjonsvurdering innen anbefalt tid etter hjerneslag,Totalt antall pasienter med akutt hjerneslag som er innlagt i sykehus og utskrevet i live,Helse Vest RHF,1337,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,332,983658725
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Midt-Norge RHF,"56,37",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Midt-Norge RHF,"69,93",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Midt-Norge RHF,"69,89",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Midt-Norge RHF,"72,42",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Nord RHF,"54,40",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Nord RHF,"56,03",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Nord RHF,"62,11",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Nord RHF,"59,09",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Sør-Øst RHF,"47,55",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Sør-Øst RHF,"49,02",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Sør-Øst RHF,"49,41",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Sør-Øst RHF,"45,91",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Vest RHF,"46,56",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Vest RHF,"54,31",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Vest RHF,"54,66",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Gjennomsnittlig ventetid i PHBU i antall dager,Helse Vest RHF,"51,67",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Midt-Norge RHF,53,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Midt-Norge RHF,64,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Midt-Norge RHF,63,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Midt-Norge RHF,74,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Nord RHF,50,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Nord RHF,54,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Nord RHF,"56,50",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Nord RHF,54,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Sør-Øst RHF,43,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Sør-Øst RHF,46,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Sør-Øst RHF,47,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Sør-Øst RHF,43,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Vest RHF,43,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Vest RHF,52,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Vest RHF,53,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Median ventetid i PHBU i antall dager,Helse Vest RHF,51,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Midt-Norge RHF,3293,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Midt-Norge RHF,3053,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Midt-Norge RHF,3686,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Midt-Norge RHF,4106,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658776
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Nord RHF,2640,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Nord RHF,2266,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Nord RHF,2400,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Nord RHF,2572,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,883658752
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Sør-Øst RHF,14258,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Sør-Øst RHF,14366,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Sør-Øst RHF,15188,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Sør-Øst RHF,15139,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,991324968
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Vest RHF,5839,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Vest RHF,5369,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Vest RHF,5512,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for barn og unge,Totalt antall påbegynt helsehjelp i PHBU,Helse Vest RHF,5657,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,372,983658725
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Midt-Norge RHF,"46,83",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658776
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Midt-Norge RHF,"51,64",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658776
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Midt-Norge RHF,"56,18",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658776
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Midt-Norge RHF,"59,68",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658776
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Nord RHF,"61,47",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,883658752
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Nord RHF,"65,77",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,883658752
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Nord RHF,"67,43",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,883658752
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Nord RHF,"69,85",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,883658752
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Sør-Øst RHF,"44,78",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,991324968
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Sør-Øst RHF,"48,23",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,991324968
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Sør-Øst RHF,"52,28",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,991324968
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Sør-Øst RHF,"54,69",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,991324968
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Vest RHF,"39,05",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658725
2022,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Vest RHF,"46,68",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658725
2023,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Vest RHF,"48,64",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658725
2024,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Gjennomsnittlig ventetid i PHV i antall dager,Helse Vest RHF,"44,13",Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658725
2021,Gjennomsnittlig og median ventetid i psykisk helsevern for voksne,Median ventetid i PHV i antall dager,Helse Midt-Norge RHF,40,Spesialisthelsetjenesten,Fylke/Regionalt helseforetak,373,983658776
