Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,"0,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,"0,7%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Vest Private,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Vest Private,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Vest Private,"1,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Helse Vest Private,0%,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,"12,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,"10,7%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,"6,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,"2,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,"0,6%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,0%,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,"0,6%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,"1,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,"0,7%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,"3,4%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,"1,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,"0,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,"1,6%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,"1,1%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,"2,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,0%,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,0%,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,"0,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,"2,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,"2,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,"3,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"0,5%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"0,7%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"0,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"0,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,"0,1%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,"1,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,"0,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,"1,7%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,"0,5%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,"0,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,"1,2%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,"2,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,"2,4%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,"1,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,"0,9%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Vestre Viken HF,"2,1%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Vestre Viken HF,"4,3%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Vestre Viken HF,"2,8%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Andel brudd på vurderingsgarantien i TSB,Vestre Viken HF,"2,1%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Akershus universitetssykehus HF,13,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Akershus universitetssykehus HF,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Akershus universitetssykehus HF,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Akershus universitetssykehus HF,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Diakonhjemmet sykehus AS,4,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Diakonhjemmet sykehus AS,11,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Diakonhjemmet sykehus AS,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Diakonhjemmet sykehus AS,8,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Finnmarkssykehuset HF,13,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Finnmarkssykehuset HF,15,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Finnmarkssykehuset HF,7,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Finnmarkssykehuset HF,7,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helgelandssykehuset HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helgelandssykehuset HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helgelandssykehuset HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helgelandssykehuset HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Bergen HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Bergen HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Bergen HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Bergen HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Fonna HF,10,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Fonna HF,9,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Fonna HF,7,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Fonna HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Førde HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Førde HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Førde HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Førde HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Møre og Romsdal HF,10,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Møre og Romsdal HF,9,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Møre og Romsdal HF,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Møre og Romsdal HF,24,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord Private,6,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord Private,9,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord Private,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord Private,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord-Trøndelag HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord-Trøndelag HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord-Trøndelag HF,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Nord-Trøndelag HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Stavanger HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Stavanger HF,4,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Stavanger HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Stavanger HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,9,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,32,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,8,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Sør-Øst Private,6,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Vest Private,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Vest Private,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Vest Private,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Helse Vest Private,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,57,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,49,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,39,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Lovisenberg diakonale sykehus AS,17,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Nordlandssykehuset HF,4,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974910
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,7,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,35,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,14,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Oslo universitetssykehus HF,10,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,993467049
