Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Helse Vest Private,998,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999992
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Helse Vest Private,715,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999992
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Nordlandssykehuset HF,97,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Nordlandssykehuset HF,94,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Nordlandssykehuset HF,120,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Oslo universitetssykehus HF,1496,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Oslo universitetssykehus HF,1678,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Oslo universitetssykehus HF,1779,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,St. Olavs Hospital HF,663,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,St. Olavs Hospital HF,751,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,St. Olavs Hospital HF,771,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset i Vestfold HF,496,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset i Vestfold HF,531,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset i Vestfold HF,490,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Innlandet HF,267,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Innlandet HF,244,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Innlandet HF,271,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Telemark HF,300,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Telemark HF,374,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Telemark HF,369,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Østfold HF,407,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Østfold HF,488,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sykehuset Østfold HF,519,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sørlandet sykehus HF,666,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sørlandet sykehus HF,678,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Sørlandet sykehus HF,704,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Universitetssykehuset Nord-Norge HF,727,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974899
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Universitetssykehuset Nord-Norge HF,819,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974899
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Universitetssykehuset Nord-Norge HF,695,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974899
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Vestre Viken HF,666,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,894166762
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Vestre Viken HF,666,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,894166762
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttede behandlingsopphold for pasienter over 18 år i døgnbehandling i perioden,Vestre Viken HF,722,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,894166762
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Akershus universitetssykehus HF,787,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971636
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Akershus universitetssykehus HF,505,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971636
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Akershus universitetssykehus HF,528,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971636
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Finnmarkssykehuset HF,51,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974880
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Finnmarkssykehuset HF,73,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974880
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Finnmarkssykehuset HF,94,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974880
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helgelandssykehuset HF,66,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974929
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helgelandssykehuset HF,79,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974929
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helgelandssykehuset HF,100,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974929
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Bergen HF,917,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974724
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Bergen HF,957,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974724
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Bergen HF,1025,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974724
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Fonna HF,31,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974694
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Fonna HF,39,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974694
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Fonna HF,43,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974694
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Førde HF,121,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974732
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Førde HF,132,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974732
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Førde HF,150,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974732
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Midt-Norge Private,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999993
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Midt-Norge Private,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999993
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Møre og Romsdal HF,15,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,997005562
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Møre og Romsdal HF,17,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,997005562
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Møre og Romsdal HF,14,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,997005562
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord Private,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999994
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord Private,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999994
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord Private,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999994
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord-Trøndelag HF,59,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974791
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord-Trøndelag HF,78,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974791
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Nord-Trøndelag HF,57,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974791
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Stavanger HF,69,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974678
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Stavanger HF,73,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974678
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Stavanger HF,362,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974678
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Sør-Øst Private,400,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999991
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Sør-Øst Private,380,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999991
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Sør-Øst Private,418,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999991
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Vest Private,633,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999992
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Vest Private,676,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999992
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Helse Vest Private,466,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,999999992
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Nordlandssykehuset HF,89,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Nordlandssykehuset HF,69,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Nordlandssykehuset HF,67,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974910
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Oslo universitetssykehus HF,1228,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Oslo universitetssykehus HF,1597,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Oslo universitetssykehus HF,1771,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,993467049
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,St. Olavs Hospital HF,14,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,St. Olavs Hospital HF,95,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,St. Olavs Hospital HF,573,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,883974832
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset i Vestfold HF,495,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset i Vestfold HF,531,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset i Vestfold HF,490,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975259
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Innlandet HF,261,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Innlandet HF,240,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Innlandet HF,270,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971709
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Telemark HF,300,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Telemark HF,374,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Telemark HF,369,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975267
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Østfold HF,407,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Østfold HF,488,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sykehuset Østfold HF,519,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983971768
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sørlandet sykehus HF,648,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sørlandet sykehus HF,554,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2023,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Sørlandet sykehus HF,556,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983975240
2021,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Universitetssykehuset Nord-Norge HF,652,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974899
2022,Rapportering av årsak til avsluttet behandling i tverrfaglig spesialisert rusbehandling,Antall avsluttete behandlingsopphold for pasienter over 18 år med manglende rapportering om avslutningstype,Universitetssykehuset Nord-Norge HF,414,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,18,983974899
